Claim_Number,Policy_Number,Customer_ID,Vehicle_Age,IDV,Claim_Amount,Loss_Date,Intimation_Date,Claim_Cause,Garage_ID,Location
CLM1135,POL049,CUST119,1,562732.5,347199.7245905249,2023-06-11 20:17:14,2023-06-18 20:17:14,Minor Accident,GAR048,Coimbatore
CLM1136,POL165,CUST721,9,277132.9,271091.6090069399,2024-05-04 08:30:14,2024-05-05 08:30:14,Minor Accident,GAR027,Coimbatore
CLM1137,POL206,CUST060,9,357265.15,314167.9146620363,2023-01-20 07:37:41,2023-01-25 07:37:41,Major Accident,GAR029,Madurai
CLM1138,POL207,CUST763,3,516239.85,393251.6535985856,2024-02-26 04:00:51,2024-03-04 04:00:51,Minor Accident,GAR050,Madurai
CLM1139,POL358,CUST745,5,679550.25,220665.19305148334,2023-07-14 19:01:20,2023-07-19 19:01:20,Self Accident,GAR026,Bangalore
CLM1140,POL054,CUST344,14,167449.19999999995,103545.0519802688,2023-05-19 07:38:06,2023-05-28 07:38:06,Flood Damage,GAR045,Madurai
CLM1141,POL162,CUST391,4,273308.0,258956.88040028073,2024-11-29 05:16:29,2024-12-04 05:16:29,Fire,GAR009,Chennai
CLM1142,POL270,CUST796,1,623621.7999999999,238746.01110399948,2024-12-29 21:11:43,2024-12-31 21:11:43,Flood Damage,GAR050,Madurai
CLM1143,POL327,CUST551,9,205736.85,117864.09811406845,2024-12-02 03:03:41,2024-12-08 03:03:41,Flood Damage,GAR004,Madurai
CLM1144,POL026,CUST337,5,502709.25,340730.52166370576,2023-10-02 20:58:15,2023-10-05 20:58:15,Theft,GAR023,Bangalore
CLM1145,POL101,CUST250,10,466631.5,220400.96267612014,2023-09-21 09:18:20,2023-09-23 09:18:20,Minor Accident,GAR042,Bangalore
CLM1146,POL250,CUST502,7,621806.8999999999,207090.8825100735,2024-06-26 13:10:20,2024-07-04 13:10:20,Major Accident,GAR009,Chennai
CLM1147,POL315,CUST710,7,328669.89999999997,135698.9014369553,2023-08-31 12:30:04,2023-08-31 12:30:04,Theft,GAR012,Madurai
CLM1148,POL118,CUST276,13,154263.9,139592.98075202893,2024-08-22 23:40:05,2024-08-26 23:40:05,Theft,GAR026,Bangalore
CLM1149,POL267,CUST564,1,669840.25,293023.6032850817,2024-06-18 09:22:58,2024-06-27 09:22:58,Minor Accident,GAR005,Coimbatore
CLM1150,POL165,CUST501,2,448395.3,299553.0834582451,2023-04-04 15:00:54,2023-04-06 15:00:54,Minor Accident,GAR010,Coimbatore
CLM1151,POL256,CUST111,4,748380.8,519828.60062752804,2023-01-09 16:04:29,2023-01-10 16:04:29,Minor Accident,GAR016,Bangalore
CLM1152,POL286,CUST706,3,294377.1,156526.45908724744,2024-11-08 23:35:46,2024-11-16 23:35:46,Fire,GAR021,Chennai
CLM1153,POL106,CUST388,8,391747.8,170083.8444687807,2023-09-17 09:02:12,2023-09-20 09:02:12,Minor Accident,GAR037,Bangalore
CLM1154,POL274,CUST370,10,420433.0,312393.7038231242,2024-09-25 18:26:06,2024-10-02 18:26:06,Major Accident,GAR035,Coimbatore
CLM1155,POL085,CUST341,10,361719.5,188304.26647729496,2023-11-08 21:23:44,2023-11-11 21:23:44,Theft,GAR028,Chennai
CLM1156,POL281,CUST018,14,283004.99999999994,208193.2922740131,2024-12-26 17:47:18,2024-12-28 17:47:18,Fire,GAR033,Bangalore
CLM1157,POL342,CUST035,4,478812.0,434614.8931512464,2024-11-26 12:56:49,2024-12-03 12:56:49,Fire,GAR028,Chennai
CLM1158,POL331,CUST185,13,343560.69999999995,229853.4608027824,2023-09-26 02:58:30,2023-10-02 02:58:30,Minor Accident,GAR024,Bangalore
CLM1159,POL070,CUST146,3,426141.55,247450.90438024703,2024-11-03 11:48:41,2024-11-04 11:48:41,Flood Damage,GAR030,Madurai
CLM1160,POL206,CUST663,0,533388.0,473321.68621823675,2023-03-21 06:58:12,2023-03-23 06:58:12,Theft,GAR044,Chennai
CLM1161,POL097,CUST508,0,465436.0,339331.78111893195,2023-12-22 09:56:18,2023-12-22 09:56:18,Flood Damage,GAR046,Madurai
CLM1162,POL194,CUST561,7,632744.45,503292.6121891422,2023-08-21 02:22:30,2023-08-27 02:22:30,Theft,GAR030,Madurai
CLM1163,POL141,CUST448,0,579124.0,516699.90598032606,2024-02-02 06:48:22,2024-02-03 06:48:22,Fire,GAR011,Bangalore
CLM1164,POL370,CUST217,5,688032.75,362800.2271087519,2024-01-14 16:48:02,2024-01-22 16:48:02,Self Accident,GAR011,Bangalore
CLM1165,POL321,CUST540,9,436457.45,389654.7562914887,2024-12-07 02:21:38,2024-12-12 02:21:38,Minor Accident,GAR049,Chennai
CLM1166,POL135,CUST077,0,493125.0,369192.8796618511,2023-04-18 01:53:03,2023-04-25 01:53:03,Theft,GAR011,Bangalore
CLM1167,POL171,CUST483,3,668205.4,451579.1919951774,2024-02-24 17:35:47,2024-03-04 17:35:47,Minor Accident,GAR032,Bangalore
CLM1168,POL013,CUST041,11,427178.24999999994,379397.1180290458,2023-11-18 11:05:35,2023-11-19 11:05:35,Self Accident,GAR010,Coimbatore
CLM1169,POL109,CUST035,12,210087.59999999995,185808.7022057429,2023-10-01 13:09:03,2023-10-03 13:09:03,Theft,GAR012,Madurai
CLM1170,POL290,CUST171,9,390803.60000000003,201376.8824185559,2023-04-24 16:28:57,2023-04-26 16:28:57,Minor Accident,GAR029,Madurai
CLM1171,POL073,CUST176,12,319355.19999999995,194488.15058581805,2024-01-15 18:21:08,2024-01-21 18:21:08,Minor Accident,GAR044,Chennai
CLM1172,POL051,CUST077,8,336720.6,283671.36600560177,2024-10-10 20:03:50,2024-10-16 20:03:50,Theft,GAR041,Madurai
CLM1173,POL355,CUST393,6,238862.4,201069.74200856115,2024-12-09 03:37:33,2024-12-13 03:37:33,Minor Accident,GAR042,Bangalore
CLM1174,POL376,CUST758,11,437955.29999999993,228221.4961502341,2024-09-05 10:05:05,2024-09-06 10:05:05,Theft,GAR032,Bangalore
CLM1175,POL221,CUST549,7,281097.05,233192.96489388534,2023-04-14 11:32:53,2023-04-17 11:32:53,Major Accident,GAR025,Bangalore
CLM1176,POL090,CUST555,12,380999.1999999999,245882.2372313022,2024-08-22 11:58:11,2024-08-31 11:58:11,Fire,GAR039,Coimbatore
CLM1177,POL178,CUST523,5,727496.25,267242.5589761663,2023-09-30 21:54:13,2023-10-06 21:54:13,Theft,GAR039,Coimbatore
CLM1178,POL108,CUST135,7,265322.19999999995,120091.3594454793,2023-11-03 18:55:03,2023-11-05 18:55:03,Theft,GAR050,Madurai
CLM1179,POL346,CUST323,4,682018.4,416011.1610635964,2024-12-19 09:34:53,2024-12-19 09:34:53,Major Accident,GAR019,Madurai
CLM1180,POL004,CUST272,0,394424.0,281328.8536216713,2023-04-22 05:52:32,2023-04-29 05:52:32,Minor Accident,GAR043,Bangalore
CLM1181,POL182,CUST138,0,906979.0,857177.6553627745,2024-08-23 12:32:53,2024-08-23 12:32:53,Minor Accident,GAR043,Bangalore
CLM1182,POL104,CUST287,2,756772.2000000001,511019.1598117924,2024-05-31 09:27:59,2024-06-05 09:27:59,Major Accident,GAR010,Coimbatore
CLM1183,POL216,CUST159,13,241672.55,175107.04299841676,2023-11-01 07:51:00,2023-11-01 07:51:00,Minor Accident,GAR031,Coimbatore
CLM1184,POL023,CUST547,2,702785.7000000001,447623.3025329073,2023-10-20 07:29:38,2023-10-29 07:29:38,Minor Accident,GAR013,Chennai
CLM1185,POL341,CUST280,7,418291.89999999997,176377.30995430428,2023-08-29 05:22:13,2023-08-31 05:22:13,Minor Accident,GAR016,Bangalore
CLM1186,POL027,CUST347,13,164608.5,71986.85856392611,2023-03-14 09:00:09,2023-03-19 09:00:09,Self Accident,GAR011,Bangalore
CLM1187,POL012,CUST455,8,262831.8,169478.81614490898,2023-05-17 17:43:57,2023-05-21 17:43:57,Minor Accident,GAR012,Madurai
CLM1188,POL268,CUST245,9,485419.00000000006,201954.90650123707,2024-10-28 22:23:43,2024-10-29 22:23:43,Major Accident,GAR020,Chennai
CLM1189,POL396,CUST400,9,245946.80000000002,108920.09990167897,2023-04-03 20:57:52,2023-04-08 20:57:52,Minor Accident,GAR012,Madurai
CLM1190,POL263,CUST180,1,790014.2999999999,553370.0189589866,2024-07-06 11:14:02,2024-07-15 11:14:02,Fire,GAR026,Bangalore
CLM1191,POL392,CUST432,13,235197.9,222510.86798345545,2024-02-15 09:32:59,2024-02-22 09:32:59,Fire,GAR043,Bangalore
CLM1192,POL191,CUST425,8,302949.6,273031.60853944113,2023-11-14 16:03:17,2023-11-16 16:03:17,Fire,GAR028,Chennai
CLM1193,POL067,CUST050,3,656242.5,410148.80449908454,2023-02-10 18:30:44,2023-02-14 18:30:44,Minor Accident,GAR014,Bangalore
CLM1194,POL057,CUST335,4,481852.0,215307.5629760358,2023-01-29 15:52:16,2023-02-01 15:52:16,Theft,GAR001,Coimbatore
CLM1195,POL285,CUST708,3,520700.64999999997,311663.52856793057,2024-01-11 06:10:55,2024-01-18 06:10:55,Minor Accident,GAR004,Madurai
CLM1196,POL076,CUST074,14,159303.89999999997,73743.90071257322,2024-04-17 04:36:49,2024-04-24 04:36:49,Major Accident,GAR038,Madurai
CLM1197,POL278,CUST778,14,288522.8999999999,213708.04851229434,2024-12-10 05:16:13,2024-12-17 05:16:13,Theft,GAR036,Bangalore
CLM1198,POL315,CUST218,13,252036.74999999997,200464.10362693155,2023-08-25 23:28:58,2023-08-31 23:28:58,Minor Accident,GAR013,Chennai
CLM1199,POL005,CUST245,11,195478.19999999998,150207.95630699917,2023-12-07 11:42:12,2023-12-13 11:42:12,Fire,GAR002,Madurai
CLM1200,POL207,CUST479,3,467416.7,299876.95325446746,2024-06-25 05:58:19,2024-06-25 05:58:19,Major Accident,GAR011,Bangalore
CLM1201,POL115,CUST013,11,265261.5,155897.61606763053,2023-04-15 02:56:25,2023-04-17 02:56:25,Major Accident,GAR023,Bangalore
CLM1202,POL210,CUST290,2,579019.5,306291.9578459335,2024-04-26 13:11:19,2024-05-04 13:11:19,Theft,GAR038,Madurai
CLM1203,POL135,CUST780,1,706051.4,433504.5758267946,2023-11-01 11:05:02,2023-11-04 11:05:02,Minor Accident,GAR026,Bangalore
CLM1204,POL039,CUST376,7,364603.19999999995,197017.08371001543,2023-06-15 11:47:40,2023-06-15 11:47:40,Self Accident,GAR035,Coimbatore
CLM1205,POL320,CUST653,1,789947.7999999999,402322.63377196615,2024-05-08 21:58:11,2024-05-13 21:58:11,Major Accident,GAR026,Bangalore
CLM1206,POL287,CUST188,6,546142.1,177870.63601888693,2024-09-02 22:36:49,2024-09-05 22:36:49,Minor Accident,GAR007,Chennai
CLM1207,POL072,CUST722,1,398722.6,384366.69346191594,2023-08-10 19:14:45,2023-08-10 19:14:45,Self Accident,GAR029,Madurai
CLM1208,POL300,CUST781,0,918673.0,591950.9943743582,2024-12-16 18:54:59,2024-12-22 18:54:59,Theft,GAR050,Madurai
CLM1209,POL043,CUST699,3,733726.7999999999,278531.54588867497,2024-10-17 12:59:55,2024-10-24 12:59:55,Major Accident,GAR033,Bangalore
CLM1210,POL030,CUST523,2,602014.5,296096.6895011135,2023-05-28 21:52:36,2023-06-06 21:52:36,Fire,GAR004,Madurai
CLM1211,POL247,CUST588,12,191269.59999999995,175302.82117933297,2024-12-03 16:03:06,2024-12-12 16:03:06,Major Accident,GAR035,Coimbatore
CLM1212,POL042,CUST783,14,190214.69999999995,76708.54745141028,2023-05-07 09:38:02,2023-05-11 09:38:02,Minor Accident,GAR013,Chennai
CLM1213,POL189,CUST058,2,810021.6,409265.5308868127,2024-10-14 12:56:34,2024-10-20 12:56:34,Fire,GAR015,Chennai
CLM1214,POL135,CUST078,7,617545.4999999999,377499.1440233786,2023-05-07 01:47:03,2023-05-15 01:47:03,Self Accident,GAR036,Bangalore
CLM1215,POL204,CUST254,9,300604.15,203822.93723530494,2023-09-27 19:25:54,2023-09-29 19:25:54,Minor Accident,GAR023,Bangalore
CLM1216,POL209,CUST491,4,706957.6000000001,359534.16508387047,2024-08-16 09:06:47,2024-08-25 09:06:47,Minor Accident,GAR011,Bangalore
CLM1217,POL397,CUST542,0,772794.0,737017.3364260831,2024-05-14 09:27:34,2024-05-16 09:27:34,Minor Accident,GAR005,Coimbatore
CLM1218,POL312,CUST381,2,532413.9,527874.2422318412,2023-04-12 17:35:10,2023-04-13 17:35:10,Minor Accident,GAR013,Chennai
CLM1219,POL082,CUST069,8,538152.6,302134.3140960854,2024-11-19 15:04:22,2024-11-25 15:04:22,Self Accident,GAR013,Chennai
CLM1220,POL217,CUST554,4,409256.0,311502.3397651961,2023-10-10 13:53:30,2023-10-19 13:53:30,Minor Accident,GAR004,Madurai
CLM1221,POL030,CUST508,12,396013.1999999999,299895.2701460495,2024-02-22 10:07:40,2024-02-26 10:07:40,Major Accident,GAR017,Coimbatore
CLM1222,POL381,CUST058,0,792479.0,705941.4153428801,2023-07-02 06:48:23,2023-07-11 06:48:23,Major Accident,GAR033,Bangalore
CLM1223,POL270,CUST652,2,366316.2,130293.00569050676,2024-01-11 00:58:43,2024-01-12 00:58:43,Theft,GAR017,Coimbatore
CLM1224,POL173,CUST177,14,283084.49999999994,165602.2138470278,2024-07-06 04:21:11,2024-07-06 04:21:11,Minor Accident,GAR044,Chennai
CLM1225,POL313,CUST274,5,226305.0,136240.1507919258,2023-06-28 02:40:09,2023-07-06 02:40:09,Major Accident,GAR011,Bangalore
CLM1226,POL270,CUST048,9,474973.4,319466.104794101,2024-08-24 02:09:54,2024-08-31 02:09:54,Self Accident,GAR007,Chennai
CLM1227,POL128,CUST507,1,524289.7999999999,373102.2704724404,2024-07-12 10:53:39,2024-07-20 10:53:39,Major Accident,GAR015,Chennai
CLM1228,POL036,CUST151,5,233105.25,199181.40471908028,2023-03-09 06:19:31,2023-03-10 06:19:31,Major Accident,GAR035,Coimbatore
CLM1229,POL050,CUST025,10,254618.0,166986.7143942862,2024-06-11 18:20:44,2024-06-14 18:20:44,Major Accident,GAR009,Chennai
CLM1230,POL175,CUST554,9,458431.60000000003,244775.18240896775,2023-02-19 11:10:55,2023-02-19 11:10:55,Major Accident,GAR041,Madurai
CLM1231,POL399,CUST304,14,148442.39999999997,75793.31859249625,2023-02-13 21:54:21,2023-02-14 21:54:21,Minor Accident,GAR014,Bangalore
CLM1232,POL372,CUST059,4,416916.0,378414.1506304652,2023-04-07 07:46:08,2023-04-14 07:46:08,Minor Accident,GAR044,Chennai
CLM1233,POL234,CUST429,5,259653.0,218828.1442635848,2023-01-24 23:33:10,2023-02-02 23:33:10,Minor Accident,GAR021,Chennai
CLM1234,POL092,CUST419,9,426775.25000000006,403919.25684301706,2024-09-03 10:52:08,2024-09-05 10:52:08,Flood Damage,GAR008,Bangalore
CLM1235,POL055,CUST074,8,328930.2,290591.69616783294,2023-07-02 01:37:12,2023-07-07 01:37:12,Flood Damage,GAR031,Coimbatore
CLM1236,POL163,CUST435,5,714569.25,430977.8974950557,2024-03-09 04:54:54,2024-03-16 04:54:54,Minor Accident,GAR019,Madurai
CLM1237,POL048,CUST403,5,316748.25,171942.65281195662,2024-03-18 03:06:57,2024-03-20 03:06:57,Theft,GAR043,Bangalore
CLM1238,POL034,CUST440,7,336692.85,177090.84676245946,2024-07-26 09:14:57,2024-08-03 09:14:57,Minor Accident,GAR030,Madurai
CLM1239,POL164,CUST608,6,484701.69999999995,334217.5934926696,2024-02-10 00:43:22,2024-02-16 00:43:22,Theft,GAR020,Chennai
CLM1240,POL121,CUST545,5,371538.75,145068.3161299542,2024-12-13 17:11:45,2024-12-17 17:11:45,Theft,GAR001,Coimbatore
CLM1241,POL014,CUST192,3,613616.7,542095.2457943282,2023-07-15 03:37:57,2023-07-18 03:37:57,Minor Accident,GAR012,Madurai
CLM1242,POL366,CUST193,10,338302.0,254289.79084732107,2024-04-26 07:20:07,2024-04-30 07:20:07,Minor Accident,GAR028,Chennai
CLM1243,POL156,CUST557,14,205888.79999999996,165137.3760940743,2023-12-02 06:02:32,2023-12-05 06:02:32,Minor Accident,GAR031,Coimbatore
CLM1244,POL060,CUST738,6,221194.4,118909.24739237846,2024-11-12 05:44:27,2024-11-13 05:44:27,Fire,GAR044,Chennai
CLM1245,POL102,CUST722,0,652846.0,293668.9448639003,2024-05-19 05:37:55,2024-05-27 05:37:55,Minor Accident,GAR008,Bangalore
CLM1246,POL145,CUST018,14,104843.69999999998,57222.879634536046,2023-04-06 02:54:40,2023-04-08 02:54:40,Theft,GAR004,Madurai
CLM1247,POL029,CUST554,14,235076.09999999995,175323.0420513165,2024-12-12 13:17:52,2024-12-15 13:17:52,Major Accident,GAR031,Coimbatore
CLM1248,POL146,CUST622,10,282252.0,224933.24386841684,2023-01-31 17:16:17,2023-02-06 17:16:17,Major Accident,GAR045,Madurai
CLM1249,POL076,CUST271,5,401802.0,187088.0120345668,2023-10-21 17:05:28,2023-10-28 17:05:28,Fire,GAR007,Chennai
CLM1250,POL196,CUST078,13,348731.94999999995,334178.08734427183,2024-11-09 21:32:12,2024-11-09 21:32:12,Theft,GAR042,Bangalore
CLM1251,POL302,CUST745,7,514335.8999999999,261513.9459760315,2024-02-15 12:25:17,2024-02-20 12:25:17,Minor Accident,GAR044,Chennai
CLM1252,POL052,CUST060,9,523219.4,305329.5987749875,2023-01-27 13:40:37,2023-02-03 13:40:37,Minor Accident,GAR030,Madurai
CLM1253,POL369,CUST707,7,493241.44999999995,319078.8139600065,2023-04-23 01:02:48,2023-04-28 01:02:48,Minor Accident,GAR020,Chennai
CLM1254,POL101,CUST334,13,333974.55,227912.6326108311,2024-01-10 11:20:06,2024-01-12 11:20:06,Major Accident,GAR007,Chennai
CLM1255,POL366,CUST109,10,346756.0,142359.36239143097,2023-08-05 13:00:47,2023-08-07 13:00:47,Major Accident,GAR044,Chennai
CLM1256,POL112,CUST248,11,311849.99999999994,199779.00142849426,2024-05-20 22:28:38,2024-05-25 22:28:38,Theft,GAR042,Bangalore
CLM1257,POL018,CUST018,3,796692.25,658751.9214417775,2024-02-24 06:13:50,2024-02-28 06:13:50,Major Accident,GAR020,Chennai
CLM1258,POL197,CUST674,8,290115.0,272840.89666600316,2024-12-13 00:40:20,2024-12-20 00:40:20,Minor Accident,GAR039,Coimbatore
CLM1259,POL085,CUST071,13,332737.3,210724.28950322405,2023-06-18 22:46:48,2023-06-18 22:46:48,Major Accident,GAR046,Madurai
CLM1260,POL219,CUST035,9,363969.65,268439.7601297466,2024-03-17 05:06:27,2024-03-21 05:06:27,Fire,GAR011,Bangalore
CLM1261,POL133,CUST307,8,246689.4,143938.10549556237,2024-09-28 22:10:34,2024-10-05 22:10:34,Theft,GAR023,Bangalore
CLM1262,POL218,CUST438,7,270553.39999999997,88866.01690906023,2023-04-23 10:46:09,2023-04-26 10:46:09,Major Accident,GAR022,Chennai
CLM1263,POL140,CUST189,11,338697.89999999997,253736.4789525806,2023-05-18 22:07:42,2023-05-19 22:07:42,Minor Accident,GAR039,Coimbatore
CLM1264,POL280,CUST615,4,771734.4,462656.97947354964,2023-08-08 03:21:32,2023-08-16 03:21:32,Minor Accident,GAR049,Chennai
CLM1265,POL175,CUST065,2,655564.5,229927.2495304589,2024-11-18 11:21:15,2024-11-25 11:21:15,Theft,GAR046,Madurai
CLM1266,POL354,CUST046,6,635340.2999999999,285784.2921397279,2024-07-09 06:28:54,2024-07-15 06:28:54,Minor Accident,GAR050,Madurai
CLM1267,POL282,CUST732,12,392568.79999999993,166793.29895975298,2024-10-18 20:27:24,2024-10-18 20:27:24,Theft,GAR004,Madurai
CLM1268,POL270,CUST009,13,157914.75,133435.52704795374,2023-02-17 21:09:33,2023-02-17 21:09:33,Self Accident,GAR014,Bangalore
CLM1269,POL070,CUST271,10,476516.0,181975.20396518402,2023-05-19 03:21:53,2023-05-21 03:21:53,Major Accident,GAR017,Coimbatore
CLM1270,POL323,CUST612,7,235593.14999999997,102476.4690188575,2023-02-08 10:16:20,2023-02-09 10:16:20,Minor Accident,GAR045,Madurai
CLM1271,POL390,CUST105,6,303085.3,253155.68303362167,2024-10-20 09:40:55,2024-10-23 09:40:55,Fire,GAR010,Coimbatore
CLM1272,POL039,CUST779,11,216604.34999999998,150237.33266896283,2024-11-07 23:28:30,2024-11-16 23:28:30,Flood Damage,GAR041,Madurai
CLM1273,POL296,CUST356,13,253488.9,229663.8161188221,2023-03-17 02:54:56,2023-03-23 02:54:56,Minor Accident,GAR007,Chennai
CLM1274,POL306,CUST717,1,656122.25,540596.4492480765,2023-08-21 22:01:46,2023-08-23 22:01:46,Theft,GAR046,Madurai
CLM1275,POL023,CUST380,12,216904.79999999996,175802.17042827196,2023-01-07 01:03:25,2023-01-09 01:03:25,Minor Accident,GAR041,Madurai
CLM1276,POL367,CUST028,13,198872.09999999998,68330.44456943899,2023-01-07 07:39:33,2023-01-07 07:39:33,Theft,GAR037,Bangalore
CLM1277,POL076,CUST445,3,536133.25,298778.35421648726,2023-06-12 12:37:04,2023-06-13 12:37:04,Theft,GAR002,Madurai
CLM1278,POL151,CUST619,8,212966.4,101822.97381258816,2024-11-05 04:12:59,2024-11-11 04:12:59,Minor Accident,GAR007,Chennai
CLM1279,POL196,CUST214,11,318436.64999999997,184913.79573672495,2023-02-21 00:36:47,2023-02-22 00:36:47,Minor Accident,GAR047,Madurai
CLM1280,POL181,CUST294,5,278180.25,129090.62662039082,2024-08-20 05:57:58,2024-08-25 05:57:58,Major Accident,GAR032,Bangalore
CLM1281,POL350,CUST215,8,588856.2,323113.0645589866,2024-09-15 12:43:44,2024-09-18 12:43:44,Theft,GAR044,Chennai
CLM1282,POL026,CUST432,8,265170.0,167850.52729461508,2024-03-01 17:13:57,2024-03-08 17:13:57,Minor Accident,GAR020,Chennai
CLM1283,POL193,CUST077,3,514754.89999999997,360369.7465755674,2023-04-25 08:53:33,2023-04-30 08:53:33,Major Accident,GAR005,Coimbatore
CLM1284,POL256,CUST420,5,366123.75,155963.14879670125,2024-09-06 08:32:02,2024-09-13 08:32:02,Fire,GAR004,Madurai
CLM1285,POL045,CUST622,1,708452.0499999999,281176.7140995308,2024-11-04 15:36:40,2024-11-04 15:36:40,Major Accident,GAR009,Chennai
CLM1286,POL037,CUST073,5,562537.5,293621.2761226066,2023-06-28 20:45:38,2023-07-04 20:45:38,Major Accident,GAR021,Chennai
CLM1287,POL343,CUST114,11,344885.39999999997,277508.65829888696,2023-11-17 02:39:01,2023-11-21 02:39:01,Flood Damage,GAR030,Madurai
CLM1288,POL350,CUST656,3,677044.5499999999,281256.5347888469,2023-01-20 23:51:09,2023-01-29 23:51:09,Minor Accident,GAR044,Chennai
CLM1289,POL192,CUST409,6,610931.2999999999,448296.8110964063,2024-03-13 09:46:26,2024-03-15 09:46:26,Theft,GAR002,Madurai
CLM1290,POL274,CUST037,5,535468.5,252145.61441468092,2024-05-17 21:43:01,2024-05-23 21:43:01,Fire,GAR048,Coimbatore
CLM1291,POL164,CUST588,4,699084.8,673055.9685062077,2024-07-23 07:39:17,2024-07-25 07:39:17,Flood Damage,GAR045,Madurai
CLM1292,POL329,CUST795,9,188862.85,179543.3195731451,2024-05-14 08:14:27,2024-05-18 08:14:27,Theft,GAR001,Coimbatore
CLM1293,POL024,CUST182,10,479940.5,282455.96630496555,2023-12-26 00:49:13,2023-12-27 00:49:13,Major Accident,GAR016,Bangalore
CLM1294,POL082,CUST084,8,326764.8,171976.05678244896,2023-02-03 04:09:17,2023-02-07 04:09:17,Self Accident,GAR022,Chennai
CLM1295,POL041,CUST680,13,280561.75,169592.66313073036,2024-12-01 22:55:59,2024-12-06 22:55:59,Self Accident,GAR021,Chennai
CLM1296,POL062,CUST770,5,689909.25,559491.8673384999,2024-07-08 17:13:03,2024-07-09 17:13:03,Theft,GAR041,Madurai
CLM1297,POL335,CUST061,12,237299.19999999995,98234.95892110128,2024-02-11 18:18:22,2024-02-15 18:18:22,Major Accident,GAR009,Chennai
CLM1298,POL364,CUST311,6,418114.19999999995,152063.83468253116,2024-05-24 01:53:48,2024-05-29 01:53:48,Flood Damage,GAR009,Chennai
CLM1299,POL120,CUST676,7,647260.2499999999,381851.61248793156,2024-05-10 00:18:21,2024-05-14 00:18:21,Self Accident,GAR046,Madurai
CLM1300,POL047,CUST606,13,117199.24999999999,95372.71345130446,2023-11-03 23:33:11,2023-11-04 23:33:11,Self Accident,GAR024,Bangalore
CLM1301,POL034,CUST055,10,223045.0,126625.83309113205,2023-05-05 22:02:04,2023-05-08 22:02:04,Theft,GAR014,Bangalore
CLM1302,POL124,CUST747,1,837581.75,310625.62250384636,2024-07-29 03:58:26,2024-07-29 03:58:26,Flood Damage,GAR013,Chennai
CLM1303,POL219,CUST257,2,539278.2000000001,477910.23858633137,2024-09-25 10:02:31,2024-10-02 10:02:31,Self Accident,GAR046,Madurai
CLM1304,POL228,CUST335,9,492369.35000000003,197811.15620587108,2024-03-19 23:58:26,2024-03-25 23:58:26,Major Accident,GAR050,Madurai
CLM1305,POL243,CUST278,4,339772.0,201895.1978121321,2023-12-04 23:18:51,2023-12-13 23:18:51,Minor Accident,GAR015,Chennai
CLM1306,POL108,CUST230,1,630116.0,580714.0591035179,2024-07-19 11:18:39,2024-07-27 11:18:39,Minor Accident,GAR024,Bangalore
CLM1307,POL049,CUST359,4,634139.2000000001,466424.9181038486,2024-07-04 11:48:01,2024-07-06 11:48:01,Flood Damage,GAR032,Bangalore
CLM1308,POL241,CUST645,5,273532.5,132027.5724879497,2024-03-31 23:29:03,2024-03-31 23:29:03,Theft,GAR023,Bangalore
CLM1309,POL168,CUST709,13,194799.5,156440.3900670375,2023-08-21 22:10:00,2023-08-26 22:10:00,Major Accident,GAR017,Coimbatore
CLM1310,POL144,CUST698,2,874863.0,666764.129928629,2023-01-14 03:44:37,2023-01-15 03:44:37,Minor Accident,GAR032,Bangalore
CLM1311,POL030,CUST304,7,568319.7,467060.3302864145,2023-01-19 01:17:29,2023-01-22 01:17:29,Theft,GAR037,Bangalore
CLM1312,POL295,CUST293,14,91102.79999999997,44867.97587744333,2024-01-14 12:04:39,2024-01-14 12:04:39,Theft,GAR010,Coimbatore
CLM1313,POL375,CUST614,11,176717.24999999997,100646.17320377303,2023-10-05 01:02:54,2023-10-12 01:02:54,Fire,GAR034,Chennai
CLM1314,POL379,CUST604,8,213582.6,140677.93921552677,2023-11-08 15:59:03,2023-11-08 15:59:03,Theft,GAR040,Coimbatore
CLM1315,POL106,CUST795,0,339677.0,270600.52434179693,2023-01-20 08:51:53,2023-01-21 08:51:53,Major Accident,GAR020,Chennai
CLM1316,POL002,CUST405,3,707336.85,324257.0862094274,2024-01-20 22:47:20,2024-01-23 22:47:20,Theft,GAR035,Coimbatore
CLM1317,POL171,CUST051,8,547722.6,346706.20313364005,2024-11-25 19:53:54,2024-11-28 19:53:54,Theft,GAR027,Coimbatore
CLM1318,POL346,CUST714,12,352561.99999999994,264074.9617507844,2024-07-05 08:24:47,2024-07-07 08:24:47,Theft,GAR001,Coimbatore
CLM1319,POL252,CUST492,2,487950.3,178227.35551806985,2024-05-01 06:46:51,2024-05-08 06:46:51,Major Accident,GAR004,Madurai
CLM1320,POL073,CUST396,1,709954.0,288457.61550528964,2024-09-11 05:28:10,2024-09-13 05:28:10,Minor Accident,GAR009,Chennai
CLM1321,POL154,CUST483,10,158051.0,79751.47793320773,2023-08-31 21:09:07,2023-08-31 21:09:07,Fire,GAR033,Bangalore
CLM1322,POL317,CUST177,6,338199.39999999997,289264.9999119446,2024-03-05 12:39:07,2024-03-11 12:39:07,Minor Accident,GAR035,Coimbatore
CLM1323,POL315,CUST160,9,341784.85000000003,302384.3271437545,2024-11-20 06:36:43,2024-11-27 06:36:43,Fire,GAR016,Bangalore
